user_id,fund_category,fund_name,investment_amount,risk_profile,investment_date,fund_performance,user_age,fund_risk_level,investment_duration_years
806,Fixed Income,Fidelity 500 Index Fund,285641.98,Moderate,1/9/2018,-45.41,67,Medium,1
807,Balanced,BlackRock Global Allocation Fund,472911.79,Aggressive,12/29/2010,0.9,63,Medium,3
808,Fixed Income,Fidelity 500 Index Fund,203937.51,Conservative,8/17/2017,-31.78,77,High,25
809,Balanced,BlackRock Global Allocation Fund,706323.29,Moderate,3/11/2014,-39.12,60,Medium,12
810,Balanced,Vanguard Total Stock Market Index Fund,999180.3,Aggressive,12/22/2013,-47.99,33,Medium,7
811,Fixed Income,BlackRock Global Allocation Fund,148555.4,Aggressive,7/20/2019,3.02,63,Medium,8
812,Equity,Fidelity 500 Index Fund,380957.4,Aggressive,5/1/2021,-29.86,74,Medium,12
813,Equity,Vanguard Total Stock Market Index Fund,261699.98,Moderate,7/14/2016,-14.96,79,High,14
814,Equity,Vanguard Total Stock Market Index Fund,393893.41,Moderate,11/10/2012,-19.33,41,Low,20
815,Equity,BlackRock Global Allocation Fund,598507.92,Conservative,2/14/2012,-43.48,22,Medium,29
816,Balanced,Vanguard Total Stock Market Index Fund,463921.36,Moderate,9/29/2015,32.15,43,High,6
817,Balanced,Vanguard Total Stock Market Index Fund,11062.08,Moderate,8/19/2011,-7.02,46,Low,1
818,Fixed Income,Vanguard Total Stock Market Index Fund,995802.97,Moderate,3/10/2012,-35.1,54,Medium,10
819,Balanced,Vanguard Total Stock Market Index Fund,55854.86,Aggressive,8/14/2014,-42.19,82,Medium,10
820,Fixed Income,Fidelity 500 Index Fund,888577.52,Moderate,9/9/2015,-4.83,49,Medium,6
821,Fixed Income,Vanguard Total Stock Market Index Fund,19773.65,Conservative,2/9/2013,42.59,58,Medium,11
822,Fixed Income,BlackRock Global Allocation Fund,525598.68,Conservative,10/1/2015,3.17,75,High,27
823,Equity,Fidelity 500 Index Fund,619643.13,Aggressive,11/8/2020,4.25,60,High,27
824,Balanced,Vanguard Total Stock Market Index Fund,529236.22,Conservative,5/2/2011,45.21,60,High,23
825,Equity,Vanguard Total Stock Market Index Fund,285202.56,Conservative,9/22/2014,-18.83,76,High,22
826,Balanced,Vanguard Total Stock Market Index Fund,266373.7,Conservative,10/9/2017,-48.14,67,Low,12
827,Equity,BlackRock Global Allocation Fund,277837.72,Aggressive,9/15/2021,7.12,73,High,10
828,Fixed Income,Vanguard Total Stock Market Index Fund,490313.2,Conservative,8/31/2011,44.46,34,High,27
829,Balanced,Vanguard Total Stock Market Index Fund,660199.11,Moderate,10/16/2013,21.97,70,High,3
830,Balanced,Vanguard Total Stock Market Index Fund,285211.47,Moderate,2/14/2015,-4.05,50,Low,1
831,Equity,Vanguard Total Stock Market Index Fund,518620.59,Aggressive,12/30/2019,-1.81,61,Low,22
832,Fixed Income,BlackRock Global Allocation Fund,373171.83,Moderate,6/3/2020,-3.05,49,Medium,17
833,Balanced,BlackRock Global Allocation Fund,562979.8,Conservative,1/13/2015,-46.63,72,Medium,13
834,Equity,BlackRock Global Allocation Fund,422439.5,Conservative,3/18/2021,10.84,46,High,4
835,Balanced,BlackRock Global Allocation Fund,621591.75,Moderate,5/10/2013,-32.62,20,High,3
836,Balanced,Vanguard Total Stock Market Index Fund,686783.07,Moderate,3/12/2013,-19.31,52,Medium,4
837,Equity,Vanguard Total Stock Market Index Fund,473120.3,Aggressive,1/30/2014,-48.67,70,Medium,28
838,Balanced,Fidelity 500 Index Fund,160932.4,Conservative,8/9/2016,-9.2,41,High,23
839,Equity,BlackRock Global Allocation Fund,908548.84,Conservative,3/13/2019,-29.29,76,High,5
840,Equity,Vanguard Total Stock Market Index Fund,504177.24,Conservative,3/12/2014,-44.58,74,Low,6
841,Balanced,BlackRock Global Allocation Fund,856689.93,Moderate,7/23/2010,-35.2,37,Medium,15
842,Balanced,Fidelity 500 Index Fund,896564.13,Conservative,8/4/2017,29.02,25,Low,6
843,Fixed Income,Vanguard Total Stock Market Index Fund,934609.61,Conservative,4/18/2021,-37.91,70,Medium,30
844,Balanced,Vanguard Total Stock Market Index Fund,459848.02,Moderate,6/20/2010,45.35,18,Low,4
845,Balanced,Fidelity 500 Index Fund,143015.33,Conservative,8/18/2016,-22.59,76,High,13
846,Equity,Fidelity 500 Index Fund,314765.09,Moderate,2/13/2015,17.76,20,High,16
847,Fixed Income,Fidelity 500 Index Fund,473306.08,Moderate,10/11/2020,29.23,74,High,29
848,Fixed Income,BlackRock Global Allocation Fund,517445.31,Conservative,3/10/2014,-15.75,65,Medium,4
849,Balanced,Fidelity 500 Index Fund,506797.71,Aggressive,1/15/2015,29.81,61,Medium,29
850,Fixed Income,Vanguard Total Stock Market Index Fund,502968.74,Conservative,10/27/2015,-47.6,20,High,25
851,Equity,Fidelity 500 Index Fund,307483.41,Moderate,7/21/2015,5.72,68,Low,1
852,Equity,Fidelity 500 Index Fund,495829.39,Moderate,6/14/2014,5.8,61,High,14
853,Balanced,Fidelity 500 Index Fund,85197.9,Moderate,2/16/2010,19.47,70,Medium,2
854,Fixed Income,Vanguard Total Stock Market Index Fund,578757.95,Conservative,2/4/2019,1.25,18,High,4
855,Fixed Income,Fidelity 500 Index Fund,340886.14,Moderate,2/24/2014,-41.4,31,Low,4
856,Balanced,BlackRock Global Allocation Fund,882338.94,Moderate,10/20/2012,39.29,76,High,5
857,Fixed Income,BlackRock Global Allocation Fund,428520.63,Moderate,7/11/2010,-36.41,54,High,11
858,Fixed Income,Fidelity 500 Index Fund,495523.19,Conservative,6/29/2011,30.22,56,High,26
859,Equity,BlackRock Global Allocation Fund,761225.72,Moderate,7/4/2016,16.71,72,High,18
860,Balanced,BlackRock Global Allocation Fund,433277.91,Aggressive,10/22/2019,49.64,28,High,18
861,Equity,BlackRock Global Allocation Fund,641175.08,Moderate,6/6/2019,15.46,26,Medium,16
862,Balanced,Fidelity 500 Index Fund,487156.58,Conservative,7/3/2016,30.6,63,Medium,8
863,Equity,BlackRock Global Allocation Fund,505265.26,Aggressive,4/14/2010,44.29,55,High,7
864,Balanced,Vanguard Total Stock Market Index Fund,866671.09,Moderate,2/20/2013,32.57,41,Medium,11
865,Balanced,BlackRock Global Allocation Fund,522139.76,Moderate,11/28/2015,-4.87,42,Low,27
866,Fixed Income,BlackRock Global Allocation Fund,152525.29,Conservative,12/20/2017,36.5,58,Medium,1
867,Fixed Income,Fidelity 500 Index Fund,41261.17,Conservative,11/9/2015,3.51,50,High,15
868,Equity,Fidelity 500 Index Fund,555910.44,Moderate,3/7/2014,-5.77,59,Low,5
869,Equity,Vanguard Total Stock Market Index Fund,861639.58,Conservative,6/28/2012,-0.49,18,High,25
870,Balanced,BlackRock Global Allocation Fund,707418.26,Moderate,12/14/2021,-22.11,66,High,16
871,Equity,BlackRock Global Allocation Fund,588549.41,Conservative,8/17/2012,45.09,42,Medium,23
872,Equity,Vanguard Total Stock Market Index Fund,209646.05,Conservative,11/4/2018,0.34,44,Low,22
873,Equity,BlackRock Global Allocation Fund,434965.76,Aggressive,5/29/2018,-7.74,83,Medium,20
874,Fixed Income,Fidelity 500 Index Fund,880622.15,Moderate,1/7/2015,-32.48,60,Medium,16
875,Equity,Vanguard Total Stock Market Index Fund,124431.68,Moderate,4/10/2013,42.28,48,High,6
876,Balanced,Fidelity 500 Index Fund,126068.03,Aggressive,8/27/2015,12.62,64,Medium,25
877,Balanced,Fidelity 500 Index Fund,87840.01,Moderate,12/25/2017,13.29,58,Medium,29
878,Fixed Income,BlackRock Global Allocation Fund,688984.44,Moderate,7/15/2010,47.12,40,Medium,27
879,Fixed Income,Vanguard Total Stock Market Index Fund,341746.63,Conservative,12/11/2017,-39.99,32,Low,2
880,Equity,Vanguard Total Stock Market Index Fund,150555.89,Moderate,2/20/2015,16.29,18,Low,21
881,Fixed Income,Vanguard Total Stock Market Index Fund,483423.36,Conservative,9/29/2016,-7.39,49,Low,24
882,Equity,Fidelity 500 Index Fund,502554.45,Moderate,5/29/2016,6.7,57,Medium,29
883,Fixed Income,Fidelity 500 Index Fund,718590.5,Conservative,1/23/2014,4.37,19,Medium,9
884,Equity,Vanguard Total Stock Market Index Fund,897707.45,Moderate,5/11/2018,-3.7,26,High,17
885,Equity,BlackRock Global Allocation Fund,434268.09,Moderate,10/22/2018,9.63,28,High,30
886,Fixed Income,Vanguard Total Stock Market Index Fund,68089.16,Moderate,2/23/2016,-41.8,18,Medium,25
887,Equity,BlackRock Global Allocation Fund,918201.49,Moderate,3/10/2011,7.07,48,Low,27
888,Balanced,BlackRock Global Allocation Fund,879647.17,Conservative,8/12/2018,-19.86,75,Low,18
889,Equity,Vanguard Total Stock Market Index Fund,361005.0,Moderate,6/9/2017,14.81,52,High,1
890,Fixed Income,Vanguard Total Stock Market Index Fund,439148.85,Aggressive,9/23/2014,-4.01,67,Low,19
891,Fixed Income,BlackRock Global Allocation Fund,592733.64,Moderate,7/3/2021,48.78,58,Medium,13
892,Equity,Vanguard Total Stock Market Index Fund,665789.9,Aggressive,5/25/2021,-20.77,42,High,1
893,Fixed Income,Vanguard Total Stock Market Index Fund,91640.85,Aggressive,4/20/2013,0.48,19,Low,2
894,Equity,Fidelity 500 Index Fund,437311.67,Moderate,7/6/2016,-24.14,81,Medium,27
895,Fixed Income,Vanguard Total Stock Market Index Fund,249730.2,Aggressive,4/18/2019,0.84,79,Low,21
896,Equity,BlackRock Global Allocation Fund,18895.92,Moderate,6/10/2010,-45.29,24,Low,9
897,Balanced,BlackRock Global Allocation Fund,146178.75,Aggressive,10/8/2011,-45.37,60,Medium,26
898,Fixed Income,Fidelity 500 Index Fund,366825.05,Aggressive,9/13/2014,-17.49,36,Low,6
899,Fixed Income,BlackRock Global Allocation Fund,582947.69,Aggressive,1/15/2020,22.66,45,Low,6
900,Equity,BlackRock Global Allocation Fund,44488.71,Conservative,11/5/2010,-15.25,22,Low,5
901,Balanced,BlackRock Global Allocation Fund,737021.65,Moderate,2/8/2011,15.29,35,Low,27
902,Equity,Vanguard Total Stock Market Index Fund,38918.67,Conservative,11/28/2019,-4.27,71,Low,2
903,Equity,Fidelity 500 Index Fund,538175.55,Conservative,6/20/2019,36.96,81,Low,30
904,Equity,Fidelity 500 Index Fund,803213.56,Moderate,9/15/2014,-36.02,52,Low,16
905,Fixed Income,Vanguard Total Stock Market Index Fund,439526.66,Aggressive,5/6/2020,6.8,54,Low,1
906,Fixed Income,Fidelity 500 Index Fund,709377.21,Aggressive,1/27/2012,-18.79,71,Medium,8
907,Equity,Vanguard Total Stock Market Index Fund,995946.94,Conservative,6/9/2012,-33.16,80,High,17
908,Equity,BlackRock Global Allocation Fund,480021.28,Moderate,11/8/2019,19.56,40,Medium,23
909,Equity,BlackRock Global Allocation Fund,105246.04,Moderate,6/11/2014,49.24,59,High,27
910,Fixed Income,Fidelity 500 Index Fund,600275.05,Conservative,1/16/2013,11.57,26,High,1
911,Fixed Income,Fidelity 500 Index Fund,534366.97,Moderate,2/6/2017,-2.64,33,Medium,9
912,Equity,Fidelity 500 Index Fund,121465.68,Conservative,6/11/2010,-38.13,67,Medium,29
913,Balanced,BlackRock Global Allocation Fund,213934.08,Conservative,7/30/2013,-45.33,62,Low,16
914,Equity,BlackRock Global Allocation Fund,832041.48,Aggressive,7/22/2021,-26.18,51,Medium,18
915,Fixed Income,Fidelity 500 Index Fund,211780.95,Aggressive,10/15/2019,27.47,79,Medium,22
916,Equity,Vanguard Total Stock Market Index Fund,495877.41,Moderate,12/11/2012,-14.91,23,Medium,2
917,Fixed Income,Fidelity 500 Index Fund,851080.92,Conservative,10/1/2015,38.59,78,High,3
918,Balanced,Fidelity 500 Index Fund,38725.92,Moderate,8/13/2012,-23.23,25,High,26
919,Equity,BlackRock Global Allocation Fund,971126.48,Conservative,11/5/2019,14.83,64,High,16
920,Balanced,BlackRock Global Allocation Fund,923988.33,Aggressive,9/11/2015,23.1,65,High,12
921,Equity,Vanguard Total Stock Market Index Fund,604231.99,Aggressive,5/17/2010,-42.82,59,Medium,18
922,Fixed Income,Fidelity 500 Index Fund,177088.63,Moderate,1/28/2015,8.69,54,Low,17
923,Balanced,Fidelity 500 Index Fund,893890.66,Moderate,8/22/2019,47.26,79,High,20
924,Equity,Vanguard Total Stock Market Index Fund,812718.57,Conservative,2/3/2015,6.9,31,Medium,25
925,Fixed Income,Fidelity 500 Index Fund,831486.46,Aggressive,9/28/2010,28.23,66,High,16
926,Balanced,BlackRock Global Allocation Fund,484460.95,Conservative,8/12/2019,-2.61,35,Low,28
927,Balanced,Vanguard Total Stock Market Index Fund,787346.07,Conservative,9/9/2011,35.41,50,Medium,29
928,Equity,BlackRock Global Allocation Fund,381516.95,Moderate,8/2/2018,33.96,64,Low,29
929,Equity,Vanguard Total Stock Market Index Fund,116806.56,Aggressive,4/14/2012,-47.55,66,Medium,18
930,Balanced,Fidelity 500 Index Fund,151116.72,Conservative,11/9/2011,-24.11,54,Medium,25
931,Fixed Income,BlackRock Global Allocation Fund,551210.05,Conservative,4/7/2019,39.1,58,High,5
932,Balanced,Fidelity 500 Index Fund,734736.18,Aggressive,11/26/2011,8.03,41,Medium,1
933,Balanced,Vanguard Total Stock Market Index Fund,510008.4,Conservative,1/20/2011,-36.85,73,Low,7
934,Balanced,Fidelity 500 Index Fund,198030.21,Aggressive,8/11/2012,25.88,46,Medium,18
935,Fixed Income,Fidelity 500 Index Fund,673739.24,Moderate,5/2/2012,-49.95,44,Low,17
936,Fixed Income,Fidelity 500 Index Fund,925533.22,Aggressive,6/4/2021,-11.66,26,Low,6
937,Fixed Income,Fidelity 500 Index Fund,517466.68,Moderate,1/5/2019,17.7,75,Medium,30
938,Fixed Income,Vanguard Total Stock Market Index Fund,36619.91,Moderate,7/27/2014,38.06,49,Low,26
939,Fixed Income,Vanguard Total Stock Market Index Fund,256339.98,Conservative,12/30/2020,15.61,61,Medium,26
940,Fixed Income,Vanguard Total Stock Market Index Fund,490529.26,Aggressive,10/20/2021,-2.33,84,Medium,23
941,Equity,Fidelity 500 Index Fund,38706.33,Conservative,2/11/2020,29.39,82,Low,1
942,Equity,BlackRock Global Allocation Fund,482948.87,Aggressive,9/6/2017,-24.94,64,Medium,3
943,Equity,Fidelity 500 Index Fund,835701.1,Conservative,2/5/2014,-28.38,68,Medium,1
944,Balanced,BlackRock Global Allocation Fund,909165.22,Conservative,5/25/2020,6.11,60,Low,18
945,Balanced,Vanguard Total Stock Market Index Fund,255758.17,Conservative,2/22/2016,12.09,70,Medium,24
946,Equity,Fidelity 500 Index Fund,874414.96,Aggressive,3/16/2016,23.94,44,Low,1
947,Equity,Fidelity 500 Index Fund,302656.21,Aggressive,8/3/2020,16.6,68,Low,2
948,Equity,Fidelity 500 Index Fund,758725.81,Aggressive,1/2/2017,23.25,85,Medium,23
949,Fixed Income,Fidelity 500 Index Fund,761427.93,Aggressive,4/4/2017,31.59,37,High,8
950,Equity,Fidelity 500 Index Fund,265813.45,Conservative,3/1/2015,-30.19,82,High,25
951,Equity,Vanguard Total Stock Market Index Fund,987791.57,Aggressive,7/12/2012,44.29,68,High,22
952,Balanced,Vanguard Total Stock Market Index Fund,196663.16,Conservative,5/20/2015,8.27,23,Low,13
953,Balanced,Fidelity 500 Index Fund,684711.57,Aggressive,2/18/2019,-46.97,76,Medium,25
954,Equity,Vanguard Total Stock Market Index Fund,408312.53,Conservative,10/3/2018,-3.89,26,Medium,27
955,Balanced,Vanguard Total Stock Market Index Fund,679959.86,Moderate,5/28/2018,-20.19,74,Low,20
956,Balanced,Vanguard Total Stock Market Index Fund,415425.24,Conservative,3/15/2013,-27.09,79,Low,14
957,Fixed Income,Vanguard Total Stock Market Index Fund,852071.17,Conservative,4/18/2014,-25.12,50,High,15
958,Balanced,Fidelity 500 Index Fund,635402.06,Moderate,3/10/2013,5.31,79,Low,8
959,Balanced,BlackRock Global Allocation Fund,828640.17,Moderate,10/12/2016,-18.98,35,Medium,1
960,Balanced,Vanguard Total Stock Market Index Fund,171286.61,Conservative,8/11/2015,9.19,19,High,5
961,Balanced,Fidelity 500 Index Fund,391345.15,Conservative,10/2/2020,26.92,25,Medium,29
962,Fixed Income,Vanguard Total Stock Market Index Fund,637310.77,Conservative,10/22/2016,-3.1,36,Medium,15
963,Equity,Fidelity 500 Index Fund,182800.22,Conservative,8/10/2014,-31.39,35,High,9
964,Fixed Income,Vanguard Total Stock Market Index Fund,143472.08,Moderate,4/8/2014,-9.61,69,High,10
965,Fixed Income,Vanguard Total Stock Market Index Fund,820825.18,Aggressive,11/19/2020,-25.63,73,High,25
966,Balanced,BlackRock Global Allocation Fund,400005.7,Aggressive,11/26/2019,3.41,78,Medium,17
967,Equity,BlackRock Global Allocation Fund,276033.54,Aggressive,5/11/2016,-47.97,31,Medium,3
968,Fixed Income,BlackRock Global Allocation Fund,436182.73,Conservative,8/9/2019,23.42,52,Low,25
969,Fixed Income,BlackRock Global Allocation Fund,206803.88,Moderate,5/2/2011,44.05,70,Medium,15
970,Fixed Income,BlackRock Global Allocation Fund,3091.87,Moderate,1/2/2020,43.92,44,High,15
971,Equity,Fidelity 500 Index Fund,453793.15,Conservative,5/17/2010,17.2,18,Low,21
972,Balanced,Vanguard Total Stock Market Index Fund,214305.82,Conservative,5/17/2019,-21.2,83,Low,11
973,Balanced,BlackRock Global Allocation Fund,766819.3,Moderate,4/30/2019,24.87,34,High,25
974,Fixed Income,Fidelity 500 Index Fund,961809.99,Aggressive,2/8/2016,-22.72,83,Low,2
975,Balanced,Fidelity 500 Index Fund,943029.64,Conservative,11/7/2014,24.07,53,Low,18
976,Fixed Income,BlackRock Global Allocation Fund,629894.37,Aggressive,6/25/2020,-31.72,55,Medium,12
977,Balanced,BlackRock Global Allocation Fund,710955.63,Conservative,4/15/2012,49.45,52,High,19
978,Balanced,Vanguard Total Stock Market Index Fund,600495.67,Conservative,1/15/2020,-19.44,42,Low,15
979,Balanced,Fidelity 500 Index Fund,469224.17,Moderate,5/26/2016,41.36,78,Medium,10
980,Fixed Income,Fidelity 500 Index Fund,75967.89,Conservative,9/3/2019,-36.4,24,Medium,9
981,Equity,Vanguard Total Stock Market Index Fund,887179.5,Aggressive,8/6/2010,-13.67,78,Medium,26
982,Fixed Income,BlackRock Global Allocation Fund,185165.4,Conservative,8/14/2019,-2.41,44,High,4
983,Balanced,Fidelity 500 Index Fund,688583.54,Aggressive,4/14/2020,-32.0,19,Medium,12
984,Equity,BlackRock Global Allocation Fund,736115.97,Conservative,11/28/2018,33.23,29,High,9
985,Balanced,Fidelity 500 Index Fund,823864.34,Conservative,6/15/2015,-42.83,37,High,19
986,Fixed Income,Vanguard Total Stock Market Index Fund,29117.39,Conservative,4/4/2010,3.33,60,Low,30
987,Fixed Income,BlackRock Global Allocation Fund,554517.32,Aggressive,6/8/2016,46.31,43,Medium,21
988,Balanced,Vanguard Total Stock Market Index Fund,358157.54,Conservative,8/7/2017,10.98,65,Medium,1
989,Fixed Income,Vanguard Total Stock Market Index Fund,228610.4,Conservative,11/26/2019,44.01,62,High,26
990,Equity,Fidelity 500 Index Fund,350307.98,Aggressive,1/13/2019,34.11,55,Medium,20
991,Balanced,Fidelity 500 Index Fund,990889.53,Moderate,1/10/2015,19.48,36,Low,2
992,Fixed Income,Vanguard Total Stock Market Index Fund,859859.55,Conservative,4/13/2018,22.37,52,High,23
993,Balanced,BlackRock Global Allocation Fund,975017.39,Aggressive,10/1/2016,-12.43,40,Medium,19
994,Fixed Income,Fidelity 500 Index Fund,387791.68,Conservative,4/3/2017,-45.88,30,High,29
995,Fixed Income,Fidelity 500 Index Fund,872081.05,Moderate,4/27/2017,-3.08,29,Medium,1
996,Balanced,Vanguard Total Stock Market Index Fund,860999.61,Moderate,11/10/2010,44.61,60,Low,16
997,Balanced,BlackRock Global Allocation Fund,194533.54,Aggressive,9/11/2014,-38.2,59,High,10
998,Equity,BlackRock Global Allocation Fund,983044.19,Aggressive,9/2/2015,-39.79,68,Medium,28
999,Fixed Income,BlackRock Global Allocation Fund,673714.84,Aggressive,12/21/2010,-31.59,74,Low,7
1000,Fixed Income,Fidelity 500 Index Fund,688440.3,Moderate,5/3/2015,37.54,31,Low,11
